match_id, batter                       , bowler                , batter_team_id, bowler_team_id, wicket_kind          , fielder,
521, TWM Latham                   , Mahedi Hasan          ,24,66, stumped              , ['Nurul Hasan'],
521, HM Nicholls                  , Nasum Ahmed           ,24,66, bowled               , ,
521, C de Grandhomme              , Nasum Ahmed           ,24,66, caught               , ['Nurul Hasan'],
521, TA Blundell                  , Mustafizur Rahman     ,24,66, caught               , ['Mohammad Naim'],
521, CE McConchie                 , Mustafizur Rahman     ,24,66, caught and bowled    , ,
521, AY Patel                     , Mohammad Saifuddin    ,24,66, bowled               , ,
521, WA Young                     , Mustafizur Rahman     ,24,66, caught               , ['Mahmudullah'],
521, BM Tickner                   , Mustafizur Rahman     ,24,66, caught               , ['Mahedi Hasan'],
521, Liton Das                    , CE McConchie          ,66,24, caught               , ['FH Allen'],
521, Shakib Al Hasan              , AY Patel              ,66,24, stumped              , ['TWM Latham'],
521, Mushfiqur Rahim              , AY Patel              ,66,24, bowled               , ,
521, Mohammad Naim                , BM Tickner            ,66,24, run out              ," ""['DAJ Bracewell'"," 'TWM Latham']"""
522, R Ravindra                   , Shoriful Islam        ,24,66, caught               , ['Mushfiqur Rahim'],
522, FH Allen                     , Shoriful Islam        ,24,66, bowled               , ,
522, WA Young                     , Afif Hossain          ,24,66, caught               , ['Nurul Hasan'],
522, C de Grandhomme              , Nasum Ahmed           ,24,66, caught               , ['Shamim Hossain'],
522, HM Nicholls                  , Taskin Ahmed          ,24,66, caught               , ['Nurul Hasan'],
522, Liton Das                    , AY Patel              ,66,24, caught               , ['SC Kuggeleijn'],
522, Soumya Sarkar                , CE McConchie          ,66,24, caught               , ['R Ravindra'],
522, Mohammad Naim                , BV Sears              ,66,24, caught               , ['TWM Latham'],
522, Mushfiqur Rahim              , R Ravindra            ,66,24, caught               , ['C de Grandhomme'],
522, Mahmudullah                  , SC Kuggeleijn         ,66,24, caught               , ['FH Allen'],
522, Nurul Hasan                  , AY Patel              ,66,24, lbw                  , ,
522, Shamim Hossain               , JA Duffy              ,66,24, bowled               , ,
522, Taskin Ahmed                 , SC Kuggeleijn         ,66,24, bowled               , ,
523, W Madhevere                  , CA Young              ,82,11, caught               , ['NA Rock'],
523, T Marumani                   , CA Young              ,82,11, caught               , ['PR Stirling'],
523, D Myers                      , SC Getkate            ,82,11, bowled               , ,
523, CR Ervine                    , Simi Singh            ,82,11, caught               , ['A Balbirnie'],
523, RW Chakabva                  , Simi Singh            ,82,11, bowled               , ,
523, M Shumba                     , BJ McCarthy           ,82,11, caught               , ['NA Rock'],
523, RP Burl                      , BJ McCarthy           ,82,11, run out              , ['A Balbirnie'],
523, PR Stirling                  , LM Jongwe             ,11,82, bowled               , ,
523, A Balbirnie                  , RP Burl               ,11,82, lbw                  , ,
523, GH Dockrell                  , RP Burl               ,11,82, caught               , ['WP Masakadza'],
523, KJ O'Brien                   , RP Burl               ,11,82, bowled               , ,
523, C Campher                    , WP Masakadza          ,11,82, caught               , ['D Myers'],
523, SC Getkate                   , WP Masakadza          ,11,82, caught               , ['TL Chatara'],
523, NA Rock                      , LM Jongwe             ,11,82, bowled               , ,
523, BJ McCarthy                  , R Ngarava             ,11,82, bowled               , ,
523, CA Young                     , R Ngarava             ,11,82, run out              ," ""['RW Chakabva'"," 'R Ngarava']"""
524, W Madhevere                  , SC Getkate            ,82,11, caught               , ['NA Rock'],
524, T Marumani                   , Simi Singh            ,82,11, run out              , ['HT Tector'],
524, D Myers                      , SC Getkate            ,82,11, bowled               , ,
524, CR Ervine                    , B White               ,82,11, lbw                  , ,
524, RW Chakabva                  , SC Getkate            ,82,11, caught               , ['PR Stirling'],
524, PR Stirling                  , RP Burl               ,11,82, caught               , ['RW Chakabva'],
524, A Balbirnie                  , RP Burl               ,11,82, bowled               , ,
524, KJ O'Brien                   , TL Chatara            ,11,82, caught               , ['M Shumba'],
525, KJ O'Brien                   , LM Jongwe             ,11,82, caught               , ['CR Ervine'],
525, A Balbirnie                  , RP Burl               ,11,82, caught               , ['M Shumba'],
525, W Madhevere                  , MR Adair              ,82,11, caught               , ['A Balbirnie'],
525, T Marumani                   , J Little              ,82,11, caught               , ['A Balbirnie'],
525, RW Chakabva                  , B White               ,82,11, lbw                  , ,
525, D Myers                      , SC Getkate            ,82,11, caught               ," ""[""""KJ O'Brien""""]""",
525, M Shumba                     , B White               ,82,11, bowled               , ,
525, LM Jongwe                    , MR Adair              ,82,11, caught               , ['NA Rock'],
525, CR Ervine                    , SC Getkate            ,82,11, bowled               , ,
525, WP Masakadza                 , J Little              ,82,11, bowled               , ,
525, RP Burl                      , MR Adair              ,82,11, caught               , ['Simi Singh'],
525, R Ngarava                    , J Little              ,82,11, run out              , ['SC Getkate'],
526, KJ O'Brien                   , WP Masakadza          ,11,82, caught               , ['M Shumba'],
526, PR Stirling                  , WP Masakadza          ,11,82, caught               , ['CR Ervine'],
526, SC Getkate                   , LM Jongwe             ,11,82, caught               , ['W Madhevere'],
526, A Balbirnie                  , R Ngarava             ,11,82, caught               , ['W Madhevere'],
526, T Marumani                   , MR Adair              ,82,11, caught and bowled    , ,
526, RW Chakabva                  , MR Adair              ,82,11, caught               , ['NA Rock'],
526, D Myers                      , MR Adair              ,82,11, bowled               , ,
526, W Madhevere                  , CA Young              ,82,11, caught               , ['SC Getkate'],
526, M Shumba                     , BJ McCarthy           ,82,11, bowled               , ,
526, DT Tiripano                  , SC Getkate            ,82,11, stumped              , ['NA Rock'],
526, CR Ervine                    , Simi Singh            ,82,11, caught               , ['MR Adair'],
526, WP Masakadza                 , SC Getkate            ,82,11, lbw                  , ,
526, B Muzarabani                 , MR Adair              ,82,11, bowled               , ,
527, TS Kamunhukamwe              , MR Adair              ,82,11, caught               , ['A Balbirnie'],
527, RW Chakabva                  , MR Adair              ,82,11, lbw                  , ,
527, W Madhevere                  , J Little              ,82,11, caught               , ['SC Getkate'],
527, D Myers                      , MR Adair              ,82,11, caught               , ['J Little'],
527, KJ O'Brien                   , LM Jongwe             ,11,82, bowled               , ,
527, A Balbirnie                  , DT Tiripano           ,11,82, caught               , ['RW Chakabva'],
527, PR Stirling                  , LM Jongwe             ,11,82, caught               , ['M Shumba'],
527, HT Tector                    , DT Tiripano           ,11,82, caught               , ['D Myers'],
527, W McClintock                 , R Ngarava             ,11,82, caught               , ['W Madhevere'],
527, SC Getkate                   , WP Masakadza          ,11,82, lbw                  , ,
527, NA Rock                      , LM Jongwe             ,11,82, caught               , ['T Marumani'],
527, AR McBrine                   , DT Tiripano           ,11,82, caught               , ['T Marumani'],
527, MR Adair                     , LM Jongwe             ,11,82, run out              , ['LM Jongwe'],
527, J Little                     , R Ngarava             ,11,82, run out              , ['R Ngarava'],
528, Zameer Khan                  , O Gholami             ,85,93, run out              ," ""['Imal Zuwak'"," 'W Boshoff']"""
528, HAM Shah                     , Khalid Zahid          ,85,93, caught               , ['W Boshoff'],
528, T Bharaj                     , Hassan Mehmood        ,85,93, caught               , ['L Karlsson'],
528, Abdul Hashim                 , Hassan Mehmood        ,85,93, caught               , ['L Karlsson'],
528, Rahel Khan                   , Lucky Ali             ,93,85, caught               , ['OD Hald'],
528, Imal Zuwak                   , Lucky Ali             ,93,85, stumped              , ['Abdul Hashim'],
528, A Venkatesh                  , HAM Shah              ,93,85, caught and bowled    , ,
528, Humayun Kabir                , Lucky Ali             ,93,85, bowled               , ,
528, W Boshoff                    , Surya Anand           ,93,85, caught               , ['HAM Shah'],
528, Khalid Zahid                 , OD Hald               ,93,85, caught               , ['Surya Anand'],
528, R Gowthaman                  , Delawar Khan          ,93,85, lbw                  , ,
529, Khalid Zahid                 , Surya Anand           ,93,85, caught               , ['Musa Shaheen'],
529, A Venkatesh                  , HAM Shah              ,93,85, lbw                  , ,
529, Rahel Khan                   , Lucky Ali             ,93,85, caught               , ['OD Hald'],
529, R Gowthaman                  , Lucky Ali             ,93,85, caught               , ['Surya Anand'],
529, W Boshoff                    , Omar Hayat            ,93,85, bowled               , ,
529, Hassan Mehmood               , Omar Hayat            ,93,85, caught and bowled    , ,
529, Dipanjan Dey                 , Omar Hayat            ,93,85, caught               , ['OD Hald'],
529, L Karlsson                   , Delawar Khan          ,93,85, caught               , ['OD Hald'],
529, Qudratullah Mir Afzail       , OD Hald               ,93,85, bowled               , ,
529, Aftab Ahmed                  , Khalid Zahid          ,85,93, bowled               , ,
529, HAM Shah                     , Hassan Mehmood        ,85,93, caught               , ['R Gowthaman'],
529, Rizwan Mahmood               , Hassan Mehmood        ,85,93, caught               , ['A Venkatesh'],
529, Musa Shaheen                 , Hassan Mehmood        ,85,93, lbw                  , ,
530, E Packard                    , Bilal Muhammad        ,36,22, caught               , ['M Goonetilleke'],
530, L Bruce                      , Bilal Muhammad        ,36,22, bowled               , ,
530, CJ Delany                    , Washeem Abbas         ,36,22, bowled               , ,
530, JA Fitzgerald                , Washeem Abbas         ,36,22, bowled               , ,
530, RJ Hatchman                  , Washeem Abbas         ,36,22, bowled               , ,
530, Zeeshan Khan                 , A Orfila              ,22,36, caught               , ['K Nestor'],
530, SSM Stanislaus               , K Nestor              ,22,36, caught               , ['E Packard'],
531, Zeeshan Khan                 , K Nestor              ,22,36, caught               , ['J Marples'],
531, SSM Stanislaus               , K Nestor              ,22,36, caught and bowled    , ,
531, G Chaturvedi                 , E Packard             ,22,36, bowled               , ,
531, K Nestor                     , Amar Sharma           ,36,22, caught               , ['G Chaturvedi'],
531, L Bruce                      , Bilal Muhammad        ,36,22, bowled               , ,
532, Mian Mehmood                 , RJ Hatchman           ,38,36, caught               , ['J Marples'],
532, Amir Zaib                    , MD Garratt            ,38,36, bowled               , ,
532, Najjam Shahzad               , A Orfila              ,38,36, caught               , ['JA Fitzgerald'],
532, Azhar Andani                 , JA Fitzgerald         ,38,36, caught               , ['MD Garratt'],
532, ARA Chambers                 , JA Fitzgerald         ,38,36, bowled               , ,
532, Imran Khan                   , K Nestor              ,38,36, run out              , ['CJ Delany'],
532, L Bruce                      , Najjam Shahzad        ,36,38, caught               , ['P Buccimazza'],
532, K Nestor                     , Junaid Khan           ,36,38, caught               , ['Mian Mehmood'],
532, JA Fitzgerald                , Amir Zaib             ,36,38, bowled               , ,
532, CJ Delany                    , Junaid Khan           ,36,38, bowled               , ,
532, E Packard                    , Sirajullah Khadim     ,36,38, lbw                  , ,
532, P Hatchman                   , Sirajullah Khadim     ,36,38, caught               , ['Imran Khan'],
532, J Marples                    , Sirajullah Khadim     ,36,38, lbw                  , ,
532, MD Garratt                   , Imran Khan            ,36,38, bowled               , ,
532, RJ Hatchman                  , M Stoman              ,36,38, run out              , ['M Stoman'],
532, A Orfila                     , M Stoman              ,36,38, bowled               , ,
533, JK Vifah                     , C Rububagumya         ,89,57, bowled               , ,
533, Amoluk Singh                 , M Akayezu             ,89,57, caught               , ['D Ndikubwimana'],
533, OH Agbomadzie                , Z Bimenyimana         ,89,57, bowled               , ,
533, R Bakum                      , Z Bimenyimana         ,89,57, bowled               , ,
533, SK Awiah                     , V Mitari              ,89,57, caught               , ['D Ndikubwimana'],
533, E Dusingizimana              , G Bakiweyem           ,57,89, caught               , ['TK Joseph'],
533, E Niyomugabo                 , OH Agbomadzie         ,57,89, caught               , ['DK Anefie'],
533, O Tuyisenge                  , OH Agbomadzie         ,57,89, stumped              , ['TK Joseph'],
533, D Ndikubwimana               , MK Anafie             ,57,89, bowled               , ,
533, Bosco Tuyizere               , MK Anafie             ,57,89, bowled               , ,
533, C Rububagumya                , G Bakiweyem           ,57,89, bowled               , ,
533, Z Bimenyimana                , Amoluk Singh          ,57,89, caught               , ['MK Anafie'],
533, M Akayezu                    , Amoluk Singh          ,57,89, run out              , ['Amoluk Singh'],
533, W Niyitanga                  , G Bakiweyem           ,57,89, caught               , ['OH Agbomadzie'],
534, E Dusingizimana              , Amoluk Singh          ,57,89, lbw                  , ,
534, W Niyitanga                  , Amoluk Singh          ,57,89, bowled               , ,
534, E Niyomugabo                 , KS Bagabena           ,57,89, caught and bowled    , ,
534, O Tuyisenge                  , OH Agbomadzie         ,57,89, caught               , ['KS Bagabena'],
534, C Rububagumya                , OH Agbomadzie         ,57,89, lbw                  , ,
534, M Akayezu                    , SK Awiah              ,57,89, caught               , ['R Bakum'],
534, Z Bimenyimana                , MK Anafie             ,57,89, caught               , ['SK Awiah'],
534, Bosco Tuyizere               , SK Awiah              ,57,89, caught               , ['KS Bagabena'],
534, JK Vifah                     , Z Bimenyimana         ,89,57, caught               , ['D Uwimana'],
534, Amoluk Singh                 , Z Bimenyimana         ,89,57, caught               , ['O Tuyisenge'],
534, R Bakum                      , K Irakoze             ,89,57, lbw                  , ,
534, Devender Singh               , M Akayezu             ,89,57, run out              ," ""['D Uwimana'"," 'P Vekaria']"""
534, SK Awiah                     , M Akayezu             ,89,57, caught               , ['D Uwimana'],
534, KF Bakiweyem                 , K Irakoze             ,89,57, run out              ," ""['Bosco Tuyizere'"," 'D Uwimana']"""
534, OH Agbomadzie                , M Akayezu             ,89,57, lbw                  , ,
534, TK Joseph                    , C Rububagumya         ,89,57, caught               , ['Bosco Tuyizere'],
534, KS Bagabena                  , C Rububagumya         ,89,57, run out              ," ""['C Rububagumya'"," 'M Akayezu']"""
534, MK Anafie                    , Z Bimenyimana         ,89,57, bowled               , ,
535, Amoluk Singh                 , K Irakoze             ,89,57, lbw                  , ,
535, R Bakum                      , K Irakoze             ,89,57, bowled               , ,
535, JK Vifah                     , K Irakoze             ,89,57, lbw                  , ,
535, OH Agbomadzie                , C Rububagumya         ,89,57, bowled               , ,
535, MK Anafie                    , C Rububagumya         ,89,57, bowled               , ,
535, TK Joseph                    , Z Bimenyimana         ,89,57, caught               , ['P Vekaria'],
535, E Dusingizimana              , OH Agbomadzie         ,57,89, caught               , ['KS Bagabena'],
536, E Dusingizimana              , KS Bagabena           ,57,89, caught               , ['R Bakum'],
536, O Tuyisenge                  , Amoluk Singh          ,57,89, run out              , ['G Bakiweyem'],
536, Bosco Tuyizere               , MK Anafie             ,57,89, run out              ," ""['SK Awiah'"," 'TK Joseph']"""
536, S Samal                      , SK Awiah              ,57,89, caught               , ['G Bakiweyem'],
536, E Niyomugabo                 , MK Anafie             ,57,89, caught               , ['R Bakum'],
536, C Rububagumya                , KS Bagabena           ,57,89, bowled               , ,
536, M Akayezu                    , KS Bagabena           ,57,89, caught               , ['KF Bakiweyem'],
536, D Uwimana                    , G Bakiweyem           ,57,89, lbw                  , ,
536, R Bakum                      , C Rububagumya         ,89,57, caught               , ['P Vekaria'],
536, KF Bakiweyem                 , C Rububagumya         ,89,57, caught               , ['E Dusingizimana'],
536, OH Agbomadzie                , M Akayezu             ,89,57, run out              , ['D Uwimana'],
537, Khalid Zahid                 , Amjad Sher            ,93,96, caught               , ['JOP Scamans'],
537, Rahel Khan                   , Naveed Shahid         ,93,96, caught               , ['NG Collins'],
537, W Boshoff                    , Amjad Sher            ,93,96, caught               , ['JOP Scamans'],
537, A Venkatesh                  , PF Gallagher          ,93,96, run out              , ['PF Gallagher'],
537, Dipanjan Dey                 , H Dandapani           ,93,96, caught               , ['MB Tambe'],
537, R Gowthaman                  , MB Tambe              ,93,96, run out              , ['JOP Scamans'],
537, PF Gallagher                 , Hassan Mehmood        ,96,93, caught               , ['Lemar Momand'],
537, A Pusthay                    , Rahel Khan            ,96,93, caught               , ['Qudratullah Mir Afzail'],
537, AK Mohan                     , A Venkatesh           ,96,93, caught               , ['Khalid Zahid'],
537, VS Padhaal                   , L Karlsson            ,96,93, caught               , ['Rahel Khan'],
537, Amjad Sher                   , A Venkatesh           ,96,93, caught               , ['Lemar Momand'],
537, JOP Scamans                  , A Venkatesh           ,96,93, bowled               , ,
538, Rahel Khan                   , Amjad Sher            ,93,96, caught               , ['AK Mohan'],
538, A Venkatesh                  , Amjad Sher            ,93,96, caught               , ['Raaz Mohammad'],
538, Imal Zuwak                   , Amjad Sher            ,93,96, caught               , ['JOP Scamans'],
538, W Boshoff                    , MB Tambe              ,93,96, run out              ," ""['MB Tambe'"," 'Naveed Shahid']"""
538, Khalid Zahid                 , H Dandapani           ,93,96, caught               , ['MB Tambe'],
538, Hassan Mehmood               , PF Gallagher          ,93,96, caught               , ['MB Tambe'],
538, Qudratullah Mir Afzail       , Naveed Shahid         ,93,96, bowled               , ,
538, L Karlsson                   , MB Tambe              ,93,96, caught               , ['Amjad Sher'],
538, PF Gallagher                 , Khalid Zahid          ,96,93, caught               , ['W Boshoff'],
538, NG Collins                   , Qudratullah Mir Afzail,96,93, caught               , ['Baz Aybui'],
538, A Pusthay                    , Baz Aybui             ,96,93, caught               , ['Dipanjan Dey'],
538, VS Padhaal                   , Qudratullah Mir Afzail,96,93, caught               , ['Hassan Mehmood'],
538, AK Mohan                     , Qudratullah Mir Afzail,96,93, caught               , ['W Boshoff'],
538, JOP Scamans                  , A Venkatesh           ,96,93, caught               , ['Humayun Kabir'],
539, PF Gallagher                 , L Karlsson            ,96,93, bowled               , ,
539, NG Collins                   , A Venkatesh           ,96,93, lbw                  , ,
539, AK Mohan                     , O Gholami             ,96,93, caught               , ['Dipanjan Dey'],
539, VS Padhaal                   , O Gholami             ,96,93, caught               , ['W Boshoff'],
539, A Pusthay                    , A Venkatesh           ,96,93, run out              , ['Humayun Kabir'],
539, JOP Scamans                  , Khalid Zahid          ,96,93, run out              , ['Khalid Zahid'],
539, Amjad Sher                   , Khalid Zahid          ,96,93, run out              , ['Baz Aybui'],
539, W Boshoff                    , Amjad Sher            ,93,96, caught               , ['Naveed Shahid'],
539, Rahel Khan                   , Amjad Sher            ,93,96, caught               , ['Raaz Mohammad'],
539, R Gowthaman                  , PF Gallagher          ,93,96, caught               , ['Areeb Quadir'],
539, A Venkatesh                  , PF Gallagher          ,93,96, caught               , ['A Pusthay'],
539, Dipanjan Dey                 , PF Gallagher          ,93,96, run out              ," ""['NG Collins'"," 'PF Gallagher']"""
539, Humayun Kabir                , PF Gallagher          ,93,96, caught               , ['AK Mohan'],
539, Qudratullah Mir Afzail       , MB Tambe              ,93,96, run out              ," ""['PF Gallagher'"," 'MB Tambe']"""
540, NG Collins                   , Qudratullah Mir Afzail,96,93, caught               , ['L Karlsson'],
540, PF Gallagher                 , L Karlsson            ,96,93, caught               , ['A Venkatesh'],
540, A Pusthay                    , A Venkatesh           ,96,93, bowled               , ,
540, AK Mohan                     , Baz Aybui             ,96,93, caught               , ['Khalid Zahid'],
540, Amjad Sher                   , A Venkatesh           ,96,93, caught               , ['Dipanjan Dey'],
540, VS Padhaal                   , L Karlsson            ,96,93, caught               , ['A Venkatesh'],
540, MB Tambe                     , L Karlsson            ,96,93, caught               , ['Baz Aybui'],
540, W Boshoff                    , Amjad Sher            ,93,96, run out              ," ""['AK Mohan'"," 'JOP Scamans']"""
540, Rahel Khan                   , Amjad Sher            ,93,96, caught               , ['AK Mohan'],
540, A Venkatesh                  , MB Tambe              ,93,96, caught               , ['A Pusthay'],
540, R Gowthaman                  , A Pusthay             ,93,96, caught               , ['PF Gallagher'],
541, HG Munsey                    , WP Masakadza          ,49,82, lbw                  , ,
541, KJ Coetzer                   , TL Chatara            ,49,82, bowled               , ,
541, OJ Hairs                     , R Ngarava             ,49,82, caught               , ['CR Ervine'],
541, CS MacLeod                   , TL Chatara            ,49,82, bowled               , ,
541, MH Cross                     , LM Jongwe             ,49,82, caught               , ['SC Williams'],
541, MA Leask                     , LM Jongwe             ,49,82, caught               , ['WP Masakadza'],
541, W Madhevere                  , SM Sharif             ,82,49, caught               , ['MH Cross'],
541, T Marumani                   , SM Sharif             ,82,49, caught               , ['AC Evans'],
541, RW Chakabva                  , MRJ Watt              ,82,49, lbw                  , ,
541, CR Ervine                    , OJ Hairs              ,82,49, caught               , ['HG Munsey'],
541, SC Williams                  , AC Evans              ,82,49, caught               , ['MA Leask'],
541, RP Burl                      , SM Sharif             ,82,49, bowled               , ,
541, LM Jongwe                    , CB Sole               ,82,49, caught               , ['SM Sharif'],
541, WP Masakadza                 , SM Sharif             ,82,49, bowled               , ,
541, TL Chatara                   , SM Sharif             ,82,49, run out              , ['SM Sharif'],
542, I Kaia                       , AC Evans              ,82,49, caught               , ['MH Cross'],
542, RW Chakabva                  , MRJ Watt              ,82,49, caught               , ['AC Evans'],
542, W Madhevere                  , MRJ Watt              ,82,49, run out              , ['KJ Coetzer'],
542, CR Ervine                    , MA Leask              ,82,49, caught               , ['KJ Coetzer'],
542, M Shumba                     , GT Main               ,82,49, caught               , ['AC Evans'],
542, KJ Coetzer                   , R Ngarava             ,49,82, caught               , ['I Kaia'],
542, OJ Hairs                     , R Ngarava             ,49,82, caught               , ['RP Burl'],
542, HG Munsey                    , TL Chatara            ,49,82, caught               , ['I Kaia'],
542, CS MacLeod                   , TL Chatara            ,49,82, caught               , ['RP Burl'],
542, RD Berrington                , SC Williams           ,49,82, caught               , ['W Madhevere'],
542, MH Cross                     , LM Jongwe             ,49,82, caught               , ['I Kaia'],
542, SM Sharif                    , WP Masakadza          ,49,82, caught               , ['RP Burl'],
542, MRJ Watt                     , WP Masakadza          ,49,82, run out              ," ""['SC Williams'"," 'WP Masakadza']"""
542, MA Leask                     , WP Masakadza          ,49,82, caught               , ['SC Williams'],
542, AC Evans                     , WP Masakadza          ,49,82, run out              ," ""['RW Chakabva'"," 'W Madhevere']"""
543, KJ Coetzer                   , R Ngarava             ,49,82, caught               , ['RW Chakabva'],
543, OJ Hairs                     , LM Jongwe             ,49,82, caught               , ['RW Chakabva'],
543, HG Munsey                    , LM Jongwe             ,49,82, caught               , ['CR Ervine'],
543, RD Berrington                , TL Chatara            ,49,82, caught               , ['SC Williams'],
543, RW Chakabva                  , MA Leask              ,82,49, bowled               , ,
543, CR Ervine                    , AC Evans              ,82,49, bowled               , ,
543, SC Williams                  , MA Leask              ,82,49, bowled               , ,
543, W Madhevere                  , CB Sole               ,82,49, run out              ," ""['MH Cross'"," 'SM Sharif']"""
544, TP Ura                       , Bilal Khan            ,9,42, bowled               , ,
544, L Siaka                      , Kaleemullah           ,9,42, bowled               , ,
544, CJA Amini                    , Mohammad Nadeem       ,9,42, run out              , ['Mohammad Nadeem'],
544, A Vala                       , Kaleemullah           ,9,42, caught               , ['Jatinder Singh'],
544, N Vanua                      , Zeeshan Maqsood       ,9,42, bowled               , ,
544, S Bau                        , Zeeshan Maqsood       ,9,42, caught               , ['Jatinder Singh'],
544, K Doriga                     , Zeeshan Maqsood       ,9,42, caught               , ['Sandeep Goud'],
544, SK Atai                      , Bilal Khan            ,9,42, caught               , ['Ayan Khan'],
544, D Ravu                       , Zeeshan Maqsood       ,9,42, caught               , ['Mohammad Nadeem'],
545, KJ Coetzer                   , Mohammad Saifuddin    ,49,66, bowled               , ,
545, MH Cross                     , Mahedi Hasan          ,49,66, lbw                  , ,
545, HG Munsey                    , Mahedi Hasan          ,49,66, bowled               , ,
545, RD Berrington                , Shakib Al Hasan       ,49,66, caught               , ['Afif Hossain'],
545, MA Leask                     , Shakib Al Hasan       ,49,66, caught               , ['Liton Das'],
545, CS MacLeod                   , Mahedi Hasan          ,49,66, bowled               , ,
545, MRJ Watt                     , Taskin Ahmed          ,49,66, caught               , ['Soumya Sarkar'],
545, CN Greaves                   , Mustafizur Rahman     ,49,66, caught               , ['Shakib Al Hasan'],
545, JH Davey                     , Mustafizur Rahman     ,49,66, bowled               , ,
545, Soumya Sarkar                , JH Davey              ,66,49, caught               , ['HG Munsey'],
545, Liton Das                    , BTJ Wheal             ,66,49, caught               , ['HG Munsey'],
545, Shakib Al Hasan              , CN Greaves            ,66,49, caught               , ['CS MacLeod'],
545, Mushfiqur Rahim              , CN Greaves            ,66,49, bowled               , ,
545, Afif Hossain                 , MRJ Watt              ,66,49, caught               , ['JH Davey'],
545, Nurul Hasan                  , BTJ Wheal             ,66,49, caught               , ['CS MacLeod'],
545, Mahmudullah                  , BTJ Wheal             ,66,49, caught               , ['CS MacLeod'],
546, BN Cooper                    , PR Stirling           ,62,11, run out              ," ""['PR Stirling'"," 'Simi Singh']"""
546, BFW de Leede                 , J Little              ,62,11, bowled               , ,
546, CN Ackermann                 , C Campher             ,62,11, caught               , ['NA Rock'],
546, RN ten Doeschate             , C Campher             ,62,11, lbw                  , ,
546, SA Edwards                   , C Campher             ,62,11, lbw                  , ,
546, RE van der Merwe             , C Campher             ,62,11, bowled               , ,
546, MP O'Dowd                    , MR Adair              ,62,11, caught               , ['HT Tector'],
546, PM Seelaar                   , MR Adair              ,62,11, caught               , ['A Balbirnie'],
546, LV van Beek                  , MR Adair              ,62,11, run out              ," ""['NA Rock'"," 'J Little']"""
546, BD Glover                    , MR Adair              ,62,11, caught               , ['C Campher'],
546, KJ O'Brien                   , BD Glover             ,11,62, caught               , ['LV van Beek'],
546, A Balbirnie                  , FJ Klaassen           ,11,62, caught               , ['RE van der Merwe'],
546, GJ Delany                    , PM Seelaar            ,11,62, bowled               , ,
547, SJ Baard                     , M Theekshana          ,61,4, caught               , ['PWH de Silva'],
547, ZE Green                     , M Theekshana          ,61,4, caught               , ['MD Shanaka'],
547, MG Erasmus                   , CBRLS Kumara          ,61,4, caught               , ['PWH de Silva'],
547, CG Williams                  , PWH de Silva          ,61,4, lbw                  , ,
547, D Wiese                      , C Karunaratne         ,61,4, lbw                  , ,
547, JN Frylinck                  , M Theekshana          ,61,4, bowled               , ,
547, JN Loftie-Eaton              , PWH de Silva          ,61,4, lbw                  , ,
547, R Trumpelmann                , PVD Chameera          ,61,4, caught               , ['MD Shanaka'],
547, HN Ya France                 , CBRLS Kumara          ,61,4, bowled               , ,
547, BM Scholtz                   , CBRLS Kumara          ,61,4, run out              , ['P Nissanka'],
547, MDKJ Perera                  , R Trumpelmann         ,4,61, caught               , ['JJ Smit'],
547, P Nissanka                   , BM Scholtz            ,4,61, lbw                  , ,
547, LD Chandimal                 , JJ Smit               ,4,61, caught               , ['ZE Green'],
548, KJ Coetzer                   , KV Morea              ,49,9, bowled               , ,
548, HG Munsey                    , CA Soper              ,49,9, caught               , ['L Siaka'],
548, MH Cross                     , SK Atai               ,49,9, caught               , ['CJA Amini'],
548, CS MacLeod                   , CA Soper              ,49,9, caught               , ['KV Morea'],
548, RD Berrington                , CA Soper              ,49,9, caught               , ['CJA Amini'],
548, CN Greaves                   , KV Morea              ,49,9, caught               , ['L Siaka'],
548, MA Leask                     , KV Morea              ,49,9, run out              ," ""['A Vala'"," 'K Doriga']"""
548, JH Davey                     , KV Morea              ,49,9, caught               , ['L Siaka'],
548, MRJ Watt                     , KV Morea              ,49,9, bowled               , ,
548, TP Ura                       , JH Davey              ,9,49, bowled               , ,
548, L Siaka                      , BTJ Wheal             ,9,49, caught               , ['MH Cross'],
548, A Vala                       , AC Evans              ,9,49, caught               , ['BTJ Wheal'],
548, CJA Amini                    , JH Davey              ,9,49, run out              ," ""['MH Cross'"," 'MA Leask']"""
548, SK Atai                      , JH Davey              ,9,49, caught               , ['RD Berrington'],
548, S Bau                        , CN Greaves            ,9,49, caught               , ['BTJ Wheal'],
548, K Doriga                     , MRJ Watt              ,9,49, stumped              , ['MH Cross'],
548, N Vanua                      , JH Davey              ,9,49, caught               , ['MH Cross'],
548, N Pokana                     , BTJ Wheal             ,9,49, run out              ," ""['AC Evans'"," 'BTJ Wheal']"""
548, CA Soper                     , JH Davey              ,9,49, caught               , ['MH Cross'],
549, Liton Das                    , Bilal Khan            ,66,42, lbw                  , ,
549, Mahedi Hasan                 , Fayyaz Butt           ,66,42, caught and bowled    , ,
549, Shakib Al Hasan              , Fayyaz Butt           ,66,42, run out              , ['Aqib Ilyas'],
549, Nurul Hasan                  , Zeeshan Maqsood       ,66,42, caught               , ['Sandeep Goud'],
549, Afif Hossain                 , Kaleemullah           ,66,42, caught               , ['Jatinder Singh'],
