match_id,match_name,match_type,city,venue_id,venue,date,team_1,team_2,toss_winner,toss_decision,winner,result,player_of_match
675,ICC Men's T20 World Cup Sub Regional Africa Qualifier,T20,,124,Kigali City,2021-11-02,7,87,7,bat,Botswana,by 72 runs,1641
676,ICC Men's T20 World Cup Sub Regional Africa Qualifier,T20,,124,Kigali City,2021-11-02,88,45,88,bat,Tanzania,by 87 runs,1654
677,ICC Men's T20 World Cup Sub Regional Africa Qualifier,T20,,124,Kigali City,2021-11-03,45,44,44,field,Mozambique,by 171 runs,1665
678,ICC Men's T20 World Cup Sub Regional Africa Qualifier,T20,,124,Kigali City,2021-11-03,87,88,87,bat,Tanzania,by 8 wickets,1654
679,ICC Men's T20 World Cup Sub Regional Africa Qualifier,T20,,124,Kigali City,2021-11-05,44,7,44,bat,Botswana,by 9 wickets,610
680,ICC Men's T20 World Cup Sub Regional Africa Qualifier,T20,,124,Kigali City,2021-11-05,45,87,45,bat,Sierra Leone,by 5 wickets,1642
681,ICC Men's T20 World Cup Sub Regional Africa Qualifier,T20,,124,Kigali City,2021-11-06,7,45,7,bat,Botswana,by 52 runs,610
682,ICC Men's T20 World Cup Sub Regional Africa Qualifier,T20,,124,Kigali City,2021-11-06,88,44,88,bat,Tanzania,by 178 runs,1660
683,ICC Men's T20 World Cup Sub Regional Africa Qualifier,T20,,124,Kigali City,2021-11-07,44,87,44,bat,Sierra Leone,by 6 wickets,1642
684,ICC Men's T20 World Cup Sub Regional Africa Qualifier,T20,,124,Kigali City,2021-11-07,88,7,88,bat,Tanzania,by 3 runs,1656
685,Sierra Leone tour of Nigeria,T20,,141,Lagos,2021-10-19,21,87,87,field,Sierra Leone,by 6 wickets,1648
686,Sierra Leone tour of Nigeria,T20,,141,Lagos,2021-10-21,21,87,87,field,Nigeria,by 69 runs,0
687,Sierra Leone tour of Nigeria,T20,,141,Lagos,2021-10-23,87,21,87,bat,Nigeria,by 9 wickets,0
688,Sierra Leone tour of Nigeria,T20,,141,Lagos,2021-10-24,21,87,21,bat,Nigeria,by 19 runs,0
689,Sierra Leone tour of Nigeria,T20,,141,Lagos,2021-10-26,21,87,21,bat,Nigeria,by 36 runs,1442
690,ICC Men's T20 World Cup Asia A Qualifier,T20,,142,Doha,2021-10-23,71,2,71,bat,Saudi Arabia,by 7 wickets,0
691,ICC Men's T20 World Cup Asia A Qualifier,T20,,142,Doha,2021-10-24,78,46,46,field,Kuwait,by 6 wickets,0
692,ICC Men's T20 World Cup Asia A Qualifier,T20,,142,Doha,2021-10-24,51,71,71,field,Qatar,by 98 runs,786
693,ICC Men's T20 World Cup Asia A Qualifier,T20,,142,Doha,2021-10-27,71,78,78,field,Bahrain,by 7 wickets,0
694,ICC Men's T20 World Cup Asia A Qualifier,T20,,142,Doha,2021-10-28,71,46,46,field,Kuwait,by 5 wickets,1710
695,ICC Men's T20 World Cup Asia A Qualifier,T20,,142,Doha,2021-10-28,78,2,2,field,Bahrain,by 18 runs,1047
696,ICC Men's T20 World Cup Asia A Qualifier,T20,,142,Doha,2021-10-29,46,51,46,bat,Qatar,by 2 wickets,806
697,ICC Men's T20 World Cup Americas Region Qualifier,T20,,111,Coolidge,2021-11-07,79,17,17,field,United States of America,by 10 wickets,530
698,ICC Men's T20 World Cup Americas Region Qualifier,T20,,111,Coolidge,2021-11-08,48,79,48,bat,Canada,by 145 runs,839
699,ICC Men's T20 World Cup Americas Region Qualifier,T20,,143,North Sound,2021-11-08,26,3,26,bat,Bahamas,by 12 runs,1738
700,ICC Men's T20 World Cup Americas Region Qualifier,T20,,111,Coolidge,2021-11-08,79,1,79,bat,Belize,by 12 runs,1723
701,ICC Men's T20 World Cup Americas Region Qualifier,T20,,143,North Sound,2021-11-08,17,52,17,bat,United States of America,by 23 runs,534
702,ICC Men's T20 World Cup Americas Region Qualifier,T20,,111,Coolidge,2021-11-10,48,17,48,bat,"tie,864",,
703,ICC Men's T20 World Cup Americas Region Qualifier,T20,,143,North Sound,2021-11-10,3,79,3,bat,Argentina,by 59 runs,1751
704,ICC Men's T20 World Cup Americas Region Qualifier,T20,,111,Coolidge,2021-11-10,52,26,26,field,Bermuda,by 140 runs,1773
705,ICC Men's T20 World Cup Americas Region Qualifier,T20,,143,North Sound,2021-11-11,3,17,3,bat,United States of America,by 8 wickets,1729
706,ICC Men's T20 World Cup Americas Region Qualifier,T20,,111,Coolidge,2021-11-13,26,17,26,bat,United States of America,by 10 wickets,836
707,ICC Men's T20 World Cup Americas Region Qualifier,T20,,143,North Sound,2021-11-13,79,52,79,bat,Bermuda,by 7 wickets,828
708,ICC Men's T20 World Cup Americas Region Qualifier,T20,,111,Coolidge,2021-11-13,1,26,26,field,Panama,by 26 runs,1765
709,ICC Men's T20 World Cup Americas Region Qualifier,T20,,143,North Sound,2021-11-13,3,48,3,bat,Canada,by 9 wickets,844
710,ICC Men's T20 World Cup Americas Region Qualifier,T20,,111,Coolidge,2021-11-14,48,1,48,bat,Canada,by 208 runs,1733
711,West Indies tour of Pakistan,T20,,144,Karachi,2021-12-13,80,28,28,field,Pakistan,by 63 runs,899
712,West Indies tour of Pakistan,T20,,144,Karachi,2021-12-14,80,28,80,bat,Pakistan,by 9 runs,269
713,West Indies tour of Pakistan,T20,,144,Karachi,2021-12-16,28,80,28,bat,Pakistan,by 7 wickets,435
714,Australia tour of Pakistan,T20,,145,Lahore,2022-04-05,80,14,14,field,Australia,by 3 wickets,1
715,ICC Men's T20 World Cup Africa Region Qualifier,T20,,124,Kigali City,2021-11-17,21,88,21,bat,Tanzania,by 6 wickets,1657
716,ICC Men's T20 World Cup Africa Region Qualifier,T20,,140,Kigali City,2021-11-17,59,43,59,bat,Kenya,by 1 runs,598
717,ICC Men's T20 World Cup Africa Region Qualifier,T20,,124,Kigali City,2021-11-17,43,21,43,bat,Uganda,by 12 runs,598
718,ICC Men's T20 World Cup Africa Region Qualifier,T20,,140,Kigali City,2021-11-17,88,59,88,bat,Tanzania,by 49 runs,1691
719,ICC Men's T20 World Cup Africa Region Qualifier,T20,,124,Kigali City,2021-11-18,88,43,88,bat,Uganda,by 8 wickets,1212
720,ICC Men's T20 World Cup Africa Region Qualifier,T20,,140,Kigali City,2021-11-18,21,59,21,bat,Kenya,by 8 wickets,617
721,ICC Men's T20 World Cup Africa Region Qualifier,T20,,124,Kigali City,2021-11-18,88,59,88,bat,Kenya,by 7 wickets,921
722,ICC Men's T20 World Cup Africa Region Qualifier,T20,,140,Kigali City,2021-11-18,21,43,43,field,Uganda,by 8 wickets,599
723,ICC Men's T20 World Cup Africa Region Qualifier,T20,,124,Kigali City,2021-11-20,88,43,43,field,Uganda,by 6 wickets,1213
724,ICC Men's T20 World Cup Africa Region Qualifier,T20,,140,Kigali City,2021-11-20,59,21,21,field,Kenya,by 60 runs,1448
725,ICC Men's T20 World Cup Africa Region Qualifier,T20,,124,Kigali City,2021-11-20,59,43,59,bat,Uganda,by 6 wickets,599
726,ICC Men's T20 World Cup Africa Region Qualifier,T20,,140,Kigali City,2021-11-20,88,21,88,bat,Tanzania,by 69 runs,1655
729,ICC Men's T20 World Cup,T20,,146,Geelong,2022-10-16,61,4,4,field,Namibia,by 55 runs,589
730,ICC Men's T20 World Cup,T20,,146,Geelong,2022-10-16,19,62,19,bat,Netherlands,by 3 wickets,410
731,ICC Men's T20 World Cup,T20,,147,Hobart,2022-10-17,49,28,28,field,Scotland,by 42 runs,205
732,ICC Men's T20 World Cup,T20,,147,Hobart,2022-10-17,82,11,11,field,Zimbabwe,by 31 runs,63
733,ICC Men's T20 World Cup,T20,,146,Geelong,2022-10-18,61,62,61,bat,Netherlands,by 5 wickets,410
734,ICC Men's T20 World Cup,T20,,146,Geelong,2022-10-18,4,19,19,field,Sri Lanka,by 79 runs,1198
735,ICC Men's T20 World Cup,T20,,147,Hobart,2022-10-19,49,11,49,bat,Ireland,by 6 wickets,1357
736,ICC Men's T20 World Cup,T20,,147,Hobart,2022-10-19,28,82,28,bat,West Indies,by 31 runs,1806
737,ICC Men's T20 World Cup,T20,,146,Geelong,2022-10-20,4,62,4,bat,Sri Lanka,by 16 runs,25
738,ICC Men's T20 World Cup,T20,,146,Geelong,2022-10-20,19,61,19,bat,United Arab Emirates,by 7 runs,1537
739,ICC Men's T20 World Cup,T20,,147,Hobart,2022-10-21,28,11,28,bat,Ireland,by 9 wickets,476
740,ICC Men's T20 World Cup,T20,,147,Hobart,2022-10-21,49,82,49,bat,Zimbabwe,by 5 wickets,63
741,ICC Men's T20 World Cup,T20,,19,Sydney,2022-10-22,24,14,14,field,New Zealand,by 89 runs,1142
742,ICC Men's T20 World Cup,T20,,147,Hobart,2022-10-23,11,4,11,bat,Sri Lanka,by 9 wickets,25
743,ICC Men's T20 World Cup,T20,,1,Melbourne,2022-10-23,80,47,47,field,India,by 4 wickets,155
744,ICC Men's T20 World Cup,T20,,147,Hobart,2022-10-24,66,62,62,field,Bangladesh,by 9 runs,102
745,ICC Men's T20 World Cup,T20,,147,Hobart,2022-10-24,82,10,82,bat,,no result,0
746,ICC Men's T20 World Cup,T20,,71,Perth,2022-10-25,4,14,14,field,Australia,by 7 wickets,197
747,ICC Men's T20 World Cup,T20,,1,Melbourne,2022-10-26,11,64,64,field,Ireland,by 5 runs,380
748,ICC Men's T20 World Cup,T20,,19,Sydney,2022-10-27,10,66,10,bat,South Africa,by 104 runs,1493
749,ICC Men's T20 World Cup,T20,,19,Sydney,2022-10-27,47,62,47,bat,India,by 56 runs,1190
750,ICC Men's T20 World Cup,T20,,71,Perth,2022-10-27,82,80,82,bat,Zimbabwe,by 1 runs,63
751,ICC Men's T20 World Cup,T20,,19,Sydney,2022-10-29,24,4,24,bat,New Zealand,by 65 runs,104
753,ICC Men's T20 World Cup,T20,,71,Perth,2022-10-30,62,80,62,bat,Pakistan,by 6 wickets,269
754,ICC Men's T20 World Cup,T20,,71,Perth,2022-10-30,47,10,47,bat,South Africa,by 5 wickets,415
757,ICC Men's T20 World Cup,T20,,3,Adelaide,2022-11-02,82,62,82,bat,Netherlands,by 5 wickets,222
758,ICC Men's T20 World Cup,T20,,3,Adelaide,2022-11-02,47,66,66,field,India,by 5 runs,155
759,ICC Men's T20 World Cup,T20,,19,Sydney,2022-11-03,80,10,80,bat,Pakistan,by 33 runs,269
760,ICC Men's T20 World Cup,T20,,3,Adelaide,2022-11-04,24,11,11,field,New Zealand,by 35 runs,89
761,ICC Men's T20 World Cup,T20,,19,Sydney,2022-11-05,4,64,4,bat,England,by 4 wickets,151
762,ICC Men's T20 World Cup,T20,,3,Adelaide,2022-11-06,62,10,10,field,Netherlands,by 13 runs,883
763,ICC Men's T20 World Cup,T20,,3,Adelaide,2022-11-06,66,80,66,bat,Pakistan,by 5 wickets,376
764,ICC Men's T20 World Cup,T20,,1,Melbourne,2022-11-06,47,82,47,bat,India,by 71 runs,1190
765,ICC Men's T20 World Cup,T20,,19,Sydney,2022-11-09,24,80,24,bat,Pakistan,by 7 wickets,435
766,ICC Men's T20 World Cup,T20,,3,Adelaide,2022-11-10,47,64,64,field,England,by 10 wickets,118
767,ICC Men's T20 World Cup,T20,,1,Melbourne,2022-11-13,80,64,64,field,England,by 5 wickets,757
768,ICC Men’s T20 World Cup Qualifier A,T20,,67,Al Amarat,2022-02-18,34,42,42,field,Nepal,by 39 runs,401
770,ICC Men’s T20 World Cup Qualifier A,T20,,67,Al Amarat,2022-02-18,19,11,19,bat,United Arab Emirates,by 18 runs,1032
772,ICC Men's T20 World Cup Qualifier A,T20,,67,Al Amarat,2022-02-19,48,42,42,field,Oman,by 9 wickets,228
774,ICC Men's T20 World Cup Qualifier A,T20,,67,Al Amarat,2022-02-19,19,53,19,bat,United Arab Emirates,by 24 runs,470
776,ICC Men's T20 World Cup Qualifier A,T20,,67,Al Amarat,2022-02-21,53,11,11,field,Ireland,by 7 wickets,47
778,ICC Men's T20 World Cup Qualifier A,T20,,67,Al Amarat,2022-02-21,48,34,48,bat,Nepal,by 8 wickets,391
780,ICC Men's T20 World Cup Qualifier A,T20,,67,Al Amarat,2022-02-22,53,48,48,field,Canada,by 6 wickets,1822
782,ICC Men's T20 World Cup Qualifier A,T20,,67,Al Amarat,2022-02-22,19,34,19,bat,United Arab Emirates,by 68 runs,252
784,ICC Men's T20 World Cup Qualifier A,T20,,67,Al Amarat,2022-02-24,78,48,78,bat,Canada,by 7 wickets,868
787,ICC Men's T20 World Cup Qualifier A,T20,,67,Al Amarat,2022-02-24,11,19,11,bat,United Arab Emirates,by 7 wickets,1537
788,Oman Quadrangular T20I Series,T20,,67,Al Amarat,2022-02-13,19,11,11,field,United Arab Emirates,by 13 runs,245
789,Oman Quadrangular T20I Series,T20,,67,Al Amarat,2022-02-11,42,34,34,field,Nepal,by 6 wickets,402
790,Oman Quadrangular T20I Series,T20,,67,Al Amarat,2022-02-12,42,11,11,field,Ireland,by 9 wickets,380
791,Oman Quadrangular T20I Series,T20,,67,Al Amarat,2022-02-14,19,42,42,field,Oman,by 7 wickets,489
792,Oman Quadrangular T20I Series,T20,,67,Al Amarat,2022-02-14,11,34,34,field,Ireland,by 16 runs,402
793,Oman Quadrangular T20I Series,T20,,67,Al Amarat,2022-02-12,19,34,34,field,United Arab Emirates,by 25 runs,470
794,India tour of Ireland,T20,,109,Dublin,2022-06-26,11,47,47,field,India,by 7 wickets,59
795,India tour of Ireland,T20,,109,Dublin,2022-06-28,47,11,47,bat,India,by 4 runs,1486
796,New Zealand tour of Ireland,T20,,110,Belfast,2022-07-18,24,11,11,field,New Zealand,by 31 runs,104
797,New Zealand tour of Ireland,T20,,110,Belfast,2022-07-20,24,11,11,field,New Zealand,by 88 runs,1845
798,New Zealand tour of Ireland,T20,,110,Belfast,2022-07-22,11,24,11,bat,New Zealand,by 6 wickets,104
799,South Africa tour of England,T20,,132,Bristol,2022-08-03,10,11,10,bat,South Africa,by 21 runs,129
800,South Africa tour of England,T20,,132,Bristol,2022-08-05,10,11,11,field,South Africa,by 44 runs,113
808,Australia tour of Sri Lanka,T20,,115,Colombo,2022-06-07,4,14,14,field,Australia,by 10 wickets,897
809,Australia tour of Sri Lanka,T20,,115,Colombo,2022-06-08,4,14,14,field,Australia,by 3 wickets,709
811,New Zealand tour of Scotland,T20,,126,Edinburgh,2022-07-27,24,49,49,field,New Zealand,by 68 runs,1148
812,New Zealand tour of Scotland,T20,,126,Edinburgh,2022-07-29,24,49,24,bat,New Zealand,by 102 runs,201
813,Uganda tour of Namibia,T20,,148,Windhoek,2022-04-08,43,61,61,field,Namibia,by 8 wickets,583
814,Uganda tour of Namibia,T20,,148,Windhoek,2022-04-09,61,43,43,field,Uganda,by 7 wickets,598
815,Uganda tour of Namibia,T20,,148,Windhoek,2022-04-10,61,43,43,field,Namibia,by 52 runs,588
822,Finland tour of Denmark,T20,,122,Brondby,2022-05-07,85,96,96,field,Finland,by 3 wickets,666
823,Finland tour of Denmark,T20,,122,Brondby,2022-05-07,85,96,96,field,Denmark,by 138 runs,663
824,Finland tour of Denmark,T20,,122,Brondby,2022-05-08,85,96,85,bat,Denmark,by 55 runs,662
843,Inter-Insular T20 Series,T20,,149,St Peter Port,2022-05-20,100,76,76,field,Jersey,by 37 runs,912
844,New Zealand tour of Netherlands,T20,,150,The Hague,2022-08-04,24,62,24,bat,New Zealand,by 16 runs,0
845,New Zealand tour of Netherlands,T20,,150,The Hague,2022-08-05,62,24,62,bat,New Zealand,by 8 wickets,0
846,Namibia tour of Zimbabwe,T20,,151,Bulawayo,2022-05-17,82,61,82,bat,Zimbabwe,by 7 runs,474
847,Namibia tour of Zimbabwe,T20,,151,Bulawayo,2022-05-19,82,61,82,bat,Namibia,by 8 wickets,872
848,Namibia tour of Zimbabwe,T20,,151,Bulawayo,2022-05-21,61,82,61,bat,Zimbabwe,by 8 wickets,0
849,Namibia tour of Zimbabwe,T20,,151,Bulawayo,2022-05-22,82,61,61,field,Namibia,by 6 wickets,586
850,Namibia tour of Zimbabwe,T20,,151,Bulawayo,2022-05-24,61,82,82,field,Namibia,by 32 runs,872
851,Sofia Twenty20,T20,,119,Sofia,2022-06-24,92,35,35,field,Bulgaria,by 6 wickets,1157
852,Sofia Twenty20,T20,,119,Sofia,2022-06-25,92,35,92,bat,Bulgaria,by 5 wickets,1154
853,Sofia Twenty20,T20,,119,Sofia,2022-06-25,92,35,92,bat,Bulgaria,by 40 runs,1889
854,Sofia Twenty20,T20,,119,Sofia,2022-06-26,92,35,35,field,Bulgaria,by 6 wickets,1292
855,Bangladesh tour of West Indies,T20,,152,Roseau,2022-07-02,66,28,28,field,,no result,0
856,Bangladesh tour of West Indies,T20,,152,Roseau,2022-07-03,28,66,28,bat,West Indies,by 35 runs,144
857,Bangladesh tour of West Indies,T20,,82,Providence,2022-07-07,66,28,66,bat,West Indies,by 5 wickets,187
858,West Indies tour of Australia,T20,,55,Carrara,2022-10-05,28,14,14,field,Australia,by 3 wickets,1
860,England tour of Australia,T20,,71,Perth,2022-10-09,64,14,14,field,England,by 8 runs,118
861,England tour of Australia,T20,,117,Canberra,2022-10-12,64,14,14,field,England,by 8 runs,138
862,England tour of Australia,T20,,117,Canberra,2022-10-14,64,14,14,field,,no result,0
863,India tour of West Indies,T20,,153,Tarouba,2022-07-29,47,28,28,field,India,by 68 runs,293
864,India tour of West Indies,T20,,154,Basseterre,2022-08-01,47,28,28,field,West Indies,by 5 wickets,467
865,India tour of West Indies,T20,,154,Basseterre,2022-08-02,28,47,47,field,India,by 7 wickets,1190
868,New Zealand tour of West Indies,T20,,155,Kingston,2022-08-10,24,28,28,field,New Zealand,by 13 runs,95
869,New Zealand tour of West Indies,T20,,155,Kingston,2022-08-12,24,28,24,bat,New Zealand,by 90 runs,104
870,New Zealand tour of West Indies,T20,,155,Kingston,2022-08-14,24,28,24,bat,West Indies,by 8 wickets,755
871,Germany T20 Tri-Series,T20,,120,Krefeld,2022-06-09,53,103,103,field,Germany,by 54 runs,1327
872,Germany T20 Tri-Series,T20,,120,Krefeld,2022-06-09,93,53,53,field,Germany,by 4 wickets,659
873,Germany T20 Tri-Series,T20,,120,Krefeld,2022-06-10,103,53,103,bat,Austria,by 38 runs,1261
874,Germany T20 Tri-Series,T20,,120,Krefeld,2022-06-10,103,93,93,field,Austria,by 3 runs,1920
875,Germany T20 Tri-Series,T20,,120,Krefeld,2022-06-11,103,93,93,field,Austria,by 1 runs,1917
876,Germany T20 Tri-Series,T20,,120,Krefeld,2022-06-11,53,93,53,bat,Germany,by 29 runs,1326
877,ICC Men's T20 World Cup Sub Regional Europe Qualifier Group C,T20,,156,Ghent,2022-06-28,36,23,23,field,Belgium,by 7 wickets,1936
878,ICC Men's T20 World Cup Sub Regional Europe Qualifier Group C,T20,,156,Ghent,2022-06-29,38,22,38,bat,Portugal,by 11 runs,1304
879,ICC Men's T20 World Cup Sub Regional Europe Qualifier Group C,T20,,157,Waterloo,2022-06-29,85,36,85,bat,Denmark,by 132 runs,661
880,ICC Men's T20 World Cup Sub Regional Europe Qualifier Group C,T20,,156,Ghent,2022-06-29,30,86,30,bat,Spain,by 7 wickets,1457
881,ICC Men's T20 World Cup Sub Regional Europe Qualifier Group C,T20,,157,Waterloo,2022-06-29,84,23,84,bat,Belgium,by 2 wickets,1094
882,ICC Men's T20 World Cup Sub Regional Europe Qualifier Group C,T20,,156,Ghent,2022-07-01,38,86,38,bat,Spain,by 8 wickets,946
883,ICC Men's T20 World Cup Sub Regional Europe Qualifier Group C,T20,,157,Waterloo,2022-07-01,84,36,36,field,Gibraltar,by 4 wickets,1935
884,ICC Men's T20 World Cup Sub Regional Europe Qualifier Group C,T20,,156,Ghent,2022-07-01,22,30,30,field,Malta,by 16 runs,1302
885,ICC Men's T20 World Cup Sub Regional Europe Qualifier Group C,T20,,157,Waterloo,2022-07-01,23,85,85,field,Belgium,by 12 runs,0
886,ICC Men's T20 World Cup Sub Regional Europe Qualifier Group C,T20,,157,Waterloo,2022-07-02,23,38,23,bat,Portugal,by 8 wickets,1943
887,ICC Men's T20 World Cup Sub Regional Europe Qualifier Group C,T20,,157,Waterloo,2022-07-02,85,86,86,field,Denmark,by 41 runs,662
888,ICC Men's T20 World Cup Sub Regional Europe Qualifier Group C,T20,,157,Waterloo,2022-07-03,30,84,84,field,Israel,by 12 runs,0
889,ICC Men's T20 World Cup Sub Regional Europe Qualifier Group C,T20,,157,Waterloo,2022-07-04,86,23,86,bat,Belgium,by 5 wickets,1091
890,ICC Men's T20 World Cup Sub Regional Europe Qualifier Group C,T20,,157,Waterloo,2022-07-03,36,22,36,bat,Malta,by 7 wickets,1481
891,ICC Men's T20 World Cup Sub Regional Europe Qualifier Group C,T20,,157,Waterloo,2022-07-04,38,85,38,bat,Denmark,by 9 wickets,663
892,ICC Men's T20 World Cup Sub Regional Europe Qualifier,T20,,125,Kerava,2022-07-12,18,33,33,field,Isle of Man,by 8 wickets,1125
893,ICC Men's T20 World Cup Sub Regional Europe Qualifier,T20,,158,Vantaa,2022-07-12,96,93,93,field,Finland,by 12 runs,1426
894,ICC Men's T20 World Cup Sub Regional Europe Qualifier,T20,,125,Kerava,2022-07-12,69,56,56,field,Romania,by 51 runs,1168
895,ICC Men's T20 World Cup Sub Regional Europe Qualifier,T20,,158,Vantaa,2022-07-13,18,69,69,field,Cyprus,by 20 runs,1964
896,ICC Men's T20 World Cup Sub Regional Europe Qualifier,T20,,125,Kerava,2022-07-13,15,93,93,field,Sweden,by 8 wickets,1927
897,ICC Men's T20 World Cup Sub Regional Europe Qualifier,T20,,158,Vantaa,2022-07-13,33,92,92,field,Isle of Man,by 68 runs,1125
898,ICC Men's T20 World Cup Sub Regional Europe Qualifier,T20,,125,Kerava,2022-07-13,96,99,99,field,Italy,by 5 wickets,0
899,ICC Men's T20 World Cup Sub Regional Europe Qualifier,T20,,158,Vantaa,2022-07-15,99,93,93,field,Italy,by 91 runs,1999
900,ICC Men's T20 World Cup Sub Regional Europe Qualifier,T20,,125,Kerava,2022-07-15,56,92,92,field,Serbia,by 7 wickets,1284
901,ICC Men's T20 World Cup Sub Regional Europe Qualifier,T20,,158,Vantaa,2022-07-15,15,20,20,field,Croatia,by 3 runs,1987
902,ICC Men's T20 World Cup Sub Regional Europe Qualifier,T20,,125,Kerava,2022-07-15,69,33,33,field,Isle of Man,by 8 wickets,0
903,ICC Men's T20 World Cup Sub Regional Europe Qualifier,T20,,158,Vantaa,2022-07-16,69,92,69,bat,Romania,by 31 runs,1279
904,ICC Men's T20 World Cup Sub Regional Europe Qualifier,T20,,125,Kerava,2022-07-16,96,20,20,field,Finland,by 37 runs,1417
905,ICC Men's T20 World Cup Sub Regional Europe Qualifier,T20,,158,Vantaa,2022-07-16,18,56,18,bat,Cyprus,by 135 runs,0
906,ICC Men's T20 World Cup Sub Regional Europe Qualifier,T20,,125,Kerava,2022-07-16,99,15,99,bat,Italy,by 166 runs,0
907,ICC Men's T20 World Cup Sub Regional Europe Qualifier,T20,,158,Vantaa,2022-07-18,93,20,20,field,Sweden,by 107 runs,1922
908,ICC Men's T20 World Cup Sub Regional Europe Qualifier,T20,,125,Kerava,2022-07-18,18,92,18,bat,Serbia,by 4 wickets,1907
909,ICC Men's T20 World Cup Sub Regional Europe Qualifier,T20,,158,Vantaa,2022-07-18,15,96,15,bat,Finland,by 5 wickets,1987
910,ICC Men's T20 World Cup Sub Regional Europe Qualifier,T20,,125,Kerava,2022-07-18,33,56,33,bat,Isle of Man,by 74 runs,1125
911,ICC Men's T20 World Cup Sub Regional Europe Qualifier,T20,,158,Vantaa,2022-07-19,92,15,92,bat,Croatia,by 3 wickets,2006
912,ICC Men's T20 World Cup Sub Regional Europe Qualifier,T20,,125,Kerava,2022-07-19,96,18,96,bat,Finland,by 11 runs,1868
913,ICC Men's T20 World Cup Sub Regional Europe Qualifier,T20,,158,Vantaa,2022-07-19,69,93,69,bat,Sweden,by 8 wickets,1922
914,ICC Men's T20 World Cup Sub Regional Europe Qualifier,T20,,125,Kerava,2022-07-19,33,99,99,field,Italy,by 7 wickets,1999
915,ICC Men's T20 World Cup Sub Regional Europe Qualifier,T20,,158,Vantaa,2022-07-24,103,98,98,field,Austria,by 36 runs,1259
916,ICC Men's T20 World Cup Sub Regional Europe Qualifier,T20,,125,Kerava,2022-07-24,75,70,75,bat,Norway,by 10 wickets,672
917,ICC Men's T20 World Cup Sub Regional Europe Qualifier,T20,,158,Vantaa,2022-07-24,76,35,35,field,Guernsey,by 52 runs,1137
918,ICC Men's T20 World Cup Sub Regional Europe Qualifier,T20,,125,Kerava,2022-07-24,12,104,104,field,France,by 51 runs,2034
919,ICC Men's T20 World Cup Sub Regional Europe Qualifier,T20,,125,Kerava,2022-07-25,103,37,37,field,Austria,by 141 runs,1257
920,ICC Men's T20 World Cup Sub Regional Europe Qualifier,T20,,158,Vantaa,2022-07-25,12,16,12,bat,Switzerland,by 1 wickets,0
921,ICC Men's T20 World Cup Sub Regional Europe Qualifier,T20,,125,Kerava,2022-07-25,76,98,98,field,Guernsey,by 17 runs,2025
922,ICC Men's T20 World Cup Sub Regional Europe Qualifier,T20,,158,Vantaa,2022-07-27,76,103,76,bat,Austria,by 2 wickets,1260
923,ICC Men's T20 World Cup Sub Regional Europe Qualifier,T20,,125,Kerava,2022-07-27,16,75,16,bat,Switzerland,by 31 runs,2052
924,ICC Men's T20 World Cup Sub Regional Europe Qualifier,T20,,158,Vantaa,2022-07-27,37,35,35,field,Bulgaria,by 3 wickets,1154
925,ICC Men's T20 World Cup Sub Regional Europe Qualifier,T20,,125,Kerava,2022-07-27,12,70,12,bat,France,by 11 runs,2034
926,ICC Men's T20 World Cup Sub Regional Europe Qualifier,T20,,158,Vantaa,2022-07-28,70,16,70,bat,Norway,by 12 runs,1855
927,ICC Men's T20 World Cup Sub Regional Europe Qualifier,T20,,125,Kerava,2022-07-28,98,35,98,bat,Luxembourg,by 21 runs,2025
928,ICC Men's T20 World Cup Sub Regional Europe Qualifier,T20,,158,Vantaa,2022-07-28,104,75,104,bat,Czech Republic,by 42 runs,1113
929,ICC Men's T20 World Cup Sub Regional Europe Qualifier,T20,,125,Kerava,2022-07-28,37,76,76,field,Guernsey,by 9 wickets,648
930,ICC Men's T20 World Cup Sub Regional Europe Qualifier,T20,,125,Kerava,2022-07-30,16,104,16,bat,Czech Republic,by 7 wickets,2052
931,ICC Men's T20 World Cup Sub Regional Europe Qualifier,T20,,158,Vantaa,2022-07-30,98,37,98,bat,Luxembourg,by 5 runs,2042
932,ICC Men's T20 World Cup Sub Regional Europe Qualifier,T20,,158,Vantaa,2022-07-31,35,104,35,bat,Czech Republic,by 4 wickets,1113
933,ICC Men's T20 World Cup Sub Regional Europe Qualifier,T20,,125,Kerava,2022-07-31,76,12,76,bat,Guernsey,by 56 runs,1135
934,ICC Men's T20 World Cup Sub Regional Europe Qualifier,T20,,158,Vantaa,2022-07-31,98,16,98,bat,Luxembourg,by 7 runs,2053
935,ICC Men's T20 World Cup Sub Regional Europe Qualifier,T20,,125,Kerava,2022-07-31,70,103,70,bat,Austria,by 9 wickets,1917
936,Central Europe Cup,T20,,118,Prague,2022-07-08,98,103,103,field,Austria,by 5 wickets,1260
937,Central Europe Cup,T20,,118,Prague,2022-07-08,98,104,98,bat,Czech Republic,by 5 wickets,1884
938,Central Europe Cup,T20,,118,Prague,2022-07-09,104,103,103,field,Austria,by 4 wickets,1918
939,Central Europe Cup,T20,,118,Prague,2022-07-09,103,98,98,field,Austria,by 35 runs,1260
940,Central Europe Cup,T20,,118,Prague,2022-07-10,104,98,104,bat,Czech Republic,by 36 runs,1113
941,Central Europe Cup,T20,,118,Prague,2022-07-10,103,104,104,field,Czech Republic,by 6 wickets,1116
